start	end	text
0	2000	GELUID VAN MACHINES
30000	59980	GELUID VAN MACHINES
60020	67460	Ik wist tehuis wel dat in Europa, dat Holland al bevrijd was, dat in Europa de oorlog afgelopen was.
68360	71660	En iedereen zei, nou, krijgen de Jappen hun lesje.
72880	76580	Maar ja, dat heb ik later pas gelezen natuurlijk.
77580	85580	Toen moesten de Amerikanen en Engelsen de hele oorlogsinspanning die ze in het Middellandse Zee hadden, in Europa hadden,
85580	89580	dat moest eventjes naar Azië gebracht worden.
90760	92080	Dat ging niet zo vlug.
93000	99180	En dan al die troepen in Europa, die wilden terug naar huis, naar huis, naar huis.
101220	110740	Dus alle transportschepen die er waren, werden ingezet om de troepen die in Rusland zaten, die in Europa zaten,
110740	117200	in Griekenland zaten, in Egypte zaten, om die allemaal terug te brengen naar hun woonplaatsen.
118280	119740	Dat, die woonplaatsen.
120000	130060	Dat is, ja, dat kan Afrika zijn, nee, Australië zijn, dat kan Amerika zijn, dat kan Engeland zijn.
130920	132700	Maar al die troepen wilden terug.
133340	136860	Dus de troepen transportschepen, die moesten dat het eerste doen.
137900	146640	En Nederlands-Indië, de Nederlandse regering, toch al een lammer regering natuurlijk, een regering zonder land, zonder eigen inkomsten.
148120	148840	Ja.
150000	154960	Die moesten eigenlijk afwachten wat ze van de geallieerden kregen, wat er over was, wat wat kon.
155920	157140	En die wilden best hoor.
158380	161280	Maar goed, in Indië was het zo, in ieder geval.
162400	164600	Ineens was de oorlog afgelopen.
165360	166440	De poort ging open.
167240	168680	Het eten werd verdubbeld.
168680	175720	Het was nog niet veel, maar het was nog een teken van de wereld keert weer terug.
176880	178240	Ik wou me wel direct berichten.
178840	179880	Want er was natuurlijk geen...
180000	183500	De politie in Indië, het was, ja, wildwest.
185140	193700	En wij mochten, de Jappen kregen opdracht, niet alleen om ons vrij te laten, maar ons te blijven beschermen.
195560	206400	En dat hebben de Jappen heel nauwkeurig, moet ik zeggen, alles wat ik ervan gezien heb, hebben ze heel trouw en nauwgezet gedaan.
207280	209920	Later heb ik gehoord dat de keizer van...
209920	220780	De keizer van Japan, toen de atoombommen gevallen waren, daarover zo onder de indruk was, dat hij zei, dit is bovenmenselijk.
221360	222960	Hier kun je niks tegen doen.
223700	225860	Hier valt niks aan te strijden.
227180	230700	En wij geven ons over.
231520	232860	Punt uit.
234600	239860	En iedere soldaat, iedere generaal, overal waar ze waren...
239920	242140	Hebben ze zich overgegeven.
242820	248500	Er schijnt werkelijk nergens één commandant geweest te zijn, die dacht, ik ga nog even door.
249840	262920	Dus het was ineens, klap, heel Zuidoost-Azië, Filipijnen, Indië, in Burma, in Vietnam, overal...
262920	268920	Overal werden de blanken, die in de gevangenis zaten, de krijgsgevangenen...
269920	271520	Werden allemaal losgelaten.
272980	277040	Maar ja, daarmee was nog niet lang niet iedereen thuis.
277700	280900	Daar, ja, het ging allemaal zo vlug.
281860	284540	Ja, de atoombom, die was wel bekend hoor.
285020	286000	Maar niet echt.
286880	289240	Men wist dat we ermee bezig waren.
289560	291120	Met een geheimzinnig iets.
291120	294120	Maar ja, Hitler had ook dit soort ideeën.
295280	298440	Dat er zou een wapen komen, zo goed.
298440	302360	Dus, daar konden ze de oorlog in één slag mee winnen.
303580	306420	Nou, gelukkig voor hem, dat dat niet gelukt is.
307360	309320	En voor ons natuurlijk, gelukkig.
311680	314380	Ik herinner me die eerste tijd eigenlijk niet.
314580	317460	Behalve dat we eens een keertje door de stad heen wandelden.
318400	323360	En dat we weer in het kamp ons eten.
323360	328360	O ja, en dat we natuurlijk direct contact zochten met het rode woord.
328440	330500	Rode Kruis, ook die zocht contact met ons.
331200	337120	We moesten onze naam en zijn familie, de familie die we zochten, moesten we opgeven.
337840	339580	En onze naam afzender.
340720	342960	En dan stuurden ze dat op.
344200	346860	Hoe dat precies gegaan is, dat weet ik eigenlijk niet.
347300	350120	Want het gekke is, dat vind je in de boeken niet zoveel.
350660	355500	Rode Kruis is een organisatie die kennelijk erg aan de zijkant werkt.
356500	358220	Maar, goed.
358440	361320	Ik kreeg toch een bericht.
362080	366200	Moeder, moeder en zus zitten in Batavia.
366760	368560	In een kamp, of bij een kamp.
370320	373760	Ik ben, ja, je kon echt niet zomaar naar Batavia gaan hoor.
374500	377080	Maar, er waren wel al militairen.
377980	382820	Die gingen, de eerste soldaten waren al aangekomen.
384300	387600	In Surabaya waren dat vooral ook Engelsen.
387920	388420	Gurka.
388440	395460	En in het, eh, bij Batavia waren dat Hollandse soldaten, KNIL-soldaten.
396760	398800	Er waren natuurlijk ook al krijsgevangenen.
399020	400200	Die waren vrijgelaten.
400400	403420	Werden onmiddellijk weer in het leger ingeschakeld.
404500	414640	En, ik heb gewoon langs de straat, richting, eh, Batavia, heb ik wel eens de straat verstaan.
415360	416920	En mijn vinger opgestoken.
417280	418400	Een beetje was een duim opgestoken.
418440	422240	En, al gauw stopte er een vrachtauto.
423220	424600	En, ik kon instappen.
426900	428560	Zo kwam ik in Batavia aan.
429240	430480	En, toen was het een beetje zoeken.
431240	433440	Maar, ik heb mijn ouders gevonden.
433600	435440	Want, ik kende Batavia natuurlijk wel.
436860	439140	En, ik had, ik had hun adres.
440900	441680	O, God.
444880	446620	Nou, is er toch nog niks aan de hand.
448440	450440	Ik stop even.
